Last connected at,Email,Full name,Access role,Organization,Team,Job title
"janvier 14, 2026, 9:16 AM",louis_fuchs@connect-tech.sncf,Louis Fuchs,viewer,Sncf Connect & Tech,legal,
"janvier 7, 2026, 2:12 PM",maureen.bletton@verkor.com,Maureen Bletton,user,Verkor,,HRBP
"janvier 6, 2026, 2:39 PM",alain_leguern@connect-tech.sncf,Alain Le Guern,viewer,Sncf Connect & Tech,finance,
"décembre 29, 2025, 8:28 AM",paul.langellier@verkor.com,Paul Langellier,user,Verkor,rd,
"décembre 23, 2025, 3:14 PM",romaric_lantrua@connect-tech.sncf,Romaric Lantrua,viewer,Sncf Connect & Tech,legal,
"décembre 17, 2025, 8:33 PM",olivier.rohr@verkor.com,Olivier Rohr,user,Verkor,procurement,
"décembre 15, 2025, 10:28 AM",raphaele.thevenin@verkor.com,Raphaele Thevenin,user,Verkor,,
"décembre 12, 2025, 12:45 PM",charlotte.pillard-pouget@verkor.com,Charlotte Pillard-Pouget,user,Verkor,operations,
"décembre 12, 2025, 10:53 AM",solene.ducrot@verkor.com,Solene Ducrot,user,Verkor,,
"décembre 10, 2025, 3:55 PM",boris.boutin@raja.fr,Boris Boutin,user,Raja,finance,
"décembre 9, 2025, 8:16 AM",gregory.mottier@raja.fr,Gregory Mottier,manager,Raja,,DSI
"décembre 5, 2025, 9:12 AM",ederhy@raja.fr,Etane Derhy,user,Raja,sales,Sales Director
"décembre 3, 2025, 9:37 AM",franks@gourmey.com,Astride Franks Kamgang Nzekoue I Gourmey,user,Supreme,rd,
"décembre 2, 2025, 5:03 PM",bernat@gourmey.com,Bernat Casals I Bastús I Gourmey,user,Supreme,operations,
"décembre 2, 2025, 9:21 AM",chae-kyung.ryu@verkor.com,Chae Kyung Ryu,user,Verkor,procurement,Team Procurement and Purchase
"novembre 21, 2025, 8:20 AM",joao@gourmey.com,João Palma I Gourmey,user,Supreme,rd,
"novembre 18, 2025, 8:49 AM",marcelo.pellegrini@verkor.com,Marcelo Pellegrini,manager,Verkor,,
"novembre 14, 2025, 2:47 PM",nmarouf@raja.fr,Norbert Marouf,user,Raja,,
"novembre 14, 2025, 9:30 AM",chris.peng@macquarie.com,Chris Peng,user,Verkor,finance,
"novembre 6, 2025, 4:45 PM",muriel.chiot@raja.fr,Muriel Chiot,user,Raja,,
"novembre 6, 2025, 3:39 PM",dbetschart@raja.fr,Dani Betschart,user,Raja,sales,
"novembre 6, 2025, 10:50 AM",zboutayebi@raja.fr,Zoubida Boutayebi,user,Raja,customer_relationship,
"novembre 5, 2025, 3:08 PM",nchapusot@raja.fr,Nathalie Chapusot,user,Raja,general_management,DG Marjeting et technologies
"novembre 4, 2025, 4:27 PM",clarisse.berard@verkor.com,Clarisse Berard,user,Verkor,finance,
"novembre 3, 2025, 8:54 AM",mathieu.guyon@verkor.com,Mathieu Guyon,manager,Verkor,legal,
"octobre 28, 2025, 11:23 AM",ralph_desire@connect-tech.sncf,Ralph Desire,viewer,Sncf Connect & Tech,finance,
"octobre 28, 2025, 10:37 AM",raphael.bodaire@raja.fr,Raphaël Bodaire,manager,Raja,sales,Directeur Commercial
"octobre 24, 2025, 3:05 PM",nchevance@raja.fr,Nathalie Chevance,user,Raja,customer_relationship,
"octobre 22, 2025, 1:02 PM",tristan_pagnat@connect-tech.sncf,Tristan Pagnat,viewer,Sncf Connect & Tech,finance,
"octobre 22, 2025, 10:33 AM",sophie.palmie@raja.fr,Sophie Palmie,user,Raja,general_management,
"octobre 21, 2025, 9:22 AM",yong-ler.lee@verkor.com,Yong-Ler Lee,user,Verkor,rd,
"octobre 16, 2025, 8:49 AM",legal@raja.fr,Direction Juridique,user,Raja,customer_relationship,
"octobre 13, 2025, 12:31 PM",laure_kassem@connect-tech.sncf,Laure Kassem,viewer,Sncf Connect & Tech,legal,
"septembre 22, 2025, 4:13 PM",samuel.lowitz@verkor.com,Samuel Lowitz,user,Verkor,hr,
"septembre 1, 2025, 2:02 PM",onboarding@gotomorro.com,Onboarding Tomorro,viewer,Sncf Connect & Tech,customer_relationship,Onboarding Tomorro
"juillet 23, 2025, 8:31 AM",muhammad.rizal-afif@verkor.com,Muhammad Rizal Afif,user,Verkor,other,
"juillet 21, 2025, 2:28 PM",olivier.gheeraert@verkor.com,Olivier Gheeraert,user,Verkor,operations,
"juillet 21, 2025, 2:12 PM",baptiste.vanhoutte@verkor.com,Baptiste Vanhoutte,user,Verkor,,
"juillet 8, 2025, 12:02 PM",juliette.authier@verkor.com,Juliette Authier,user,Verkor,other,
"juin 30, 2025, 9:53 AM",clementine@gourmey.com,Clémentine Papon I Gourmey,user,Supreme,finance,
"juin 27, 2025, 12:27 PM",carmen.briceno@raja.fr,Carmen Briceno,admin,Raja,legal,
"juin 16, 2025, 3:05 PM",mathilde_lecompte@connect-tech.sncf,Mathilde Lecompte,viewer,Sncf Connect & Tech,other,
"juin 13, 2025, 3:00 PM",leandre.bierre@verkor.com,Léandre Bierre,user,Verkor,finance,
"juin 12, 2025, 10:34 AM",valerie_coulon@connect-tech.sncf,Valerie Coulon,viewer,Sncf Connect & Tech,hr,
"juin 12, 2025, 10:23 AM",alexis_toutain@connect-tech.sncf,Alexis Toutain,viewer,Sncf Connect & Tech,marketing,
"juin 11, 2025, 1:10 PM",julie_saleix@connect-tech.sncf,Julie Saleix,viewer,Sncf Connect & Tech,marketing,
"juin 4, 2025, 8:18 AM",azuccotti@raja.fr,Alexandra Zuccotti,user,Raja,other,
"juin 2, 2025, 8:13 AM",ppicore@raja.fr,Pamela Picore,user,Raja,customer_relationship,
"mai 26, 2025, 8:16 AM",anne-sophie.debruyne@verkor.com,Anne-Sophie Debruyne,user,Verkor,rd,
"mai 22, 2025, 12:23 PM",milena_morsy@connect-tech.sncf,Milena Morsy,viewer,Sncf Connect & Tech,marketing,
"mai 21, 2025, 3:59 PM",carole.coppey@verkor.com,Carole Coppey,user,Verkor,general_management,
"mai 21, 2025, 11:45 AM",pauline.kerkhoff@verkor.com,Pauline Kerkhoff,user,Verkor,,
"mai 14, 2025, 8:38 AM",thomas.clement@verkor.com,Thomas Clement,user,Verkor,rd,
"mai 12, 2025, 12:27 PM",meddy_jehu@ext.connect-tech.sncf,Meddy Jehu,viewer,Sncf Connect & Tech,other,
"mai 7, 2025, 2:51 PM",eleonore_fontenit@connect-tech.sncf,Eléonore  Fontenit,viewer,Sncf Connect & Tech,legal,
"mai 5, 2025, 10:34 AM",sariel.grimaldi-desdra@verkor.com,Sariel Grimaldi-D'esdra,user,Verkor,,
"avril 17, 2025, 1:01 PM",beyzanur@gourmey.com,Beyzanur Yildirim I Gourmey,user,Supreme,operations,
"avril 15, 2025, 2:37 PM",suleyman.erdem@verkor.com,Suleyman Erdem,user,Verkor,other,
"avril 7, 2025, 8:35 AM",luis-henrique.davoli-bianco-de-souza@verkor.com,Luis Henrique Davoli Bianco De Souza,user,Verkor,operations,
"janvier 29, 2025, 9:20 AM",marianne_immler@connect-tech.sncf,Marianne Immler,viewer,Sncf Connect & Tech,hr,
"janvier 27, 2025, 9:43 AM",juliette@gourmey.com,Juliette Saffroy I Gourmey,user,Supreme,rd,
"janvier 23, 2025, 8:56 AM",damien_delente@ext.connect-tech.sncf,Damien Delente,viewer,Sncf Connect & Tech,it,
"janvier 21, 2025, 3:14 PM",valerie_barriere@connect-tech.sncf,Valérie  Barrière ,viewer,Sncf Connect & Tech,procurement,
"janvier 6, 2025, 3:59 PM",james@gourmey.com,James Walsh I Gourmey,user,Supreme,rd,
"octobre 8, 2024, 1:09 PM",camilia@gourmey.com,Camilia  Jallab I Gourmey,user,Supreme,rd,
"octobre 4, 2024, 7:33 AM",laura_sarfati@connect-tech.sncf,Laura Sarfati,viewer,Sncf Connect & Tech,marketing,
"août 26, 2024, 3:01 PM",ludwig_dumortier@connect-tech.sncf,Ludwig Dumortier,viewer,Sncf Connect & Tech,finance,
"août 13, 2024, 12:04 PM",willy_nativel@connect-tech.sncf,Willy Nativel,viewer,Sncf Connect & Tech,other,
"juillet 22, 2024, 8:15 AM",abaltar@raja.fr,Anouk Baltar,user,Raja,,
"juillet 22, 2024, 8:14 AM",svankovic@raja.fr,Suzana Vankovic,user,Raja,,
"juillet 8, 2024, 4:40 PM",yoan.rigal@raja.fr,Yoan Rigal,user,Raja,,
"février 20, 2024, 4:00 PM",llesourne@raja.fr,Llesourne,user,Raja,,
"février 20, 2024, 3:42 PM",james.vajoumounien@raja.fr,James Vajoumounien,user,Raja,,
"janvier 15, 2024, 5:27 PM",elise_bordas@ext.connect-tech.sncf,Elise Bordas,viewer,Sncf Connect & Tech,,
"juillet 31, 2023, 1:56 PM",ruddy_gohoungo@connect-tech.sncf,Ruddy Gohoungo,viewer,Sncf Connect & Tech,it,
"juillet 21, 2023, 2:34 PM",caroline_potez@connect-tech.sncf,Caroline Potez,viewer,Sncf Connect & Tech,hr,
"juin 12, 2023, 11:52 AM",magali_pierre-louis@connect-tech.sncf,Magali Pierre-Louis,viewer,Sncf Connect & Tech,,
"février 16, 2023, 9:46 AM",sandrine_denis@connect-tech.sncf,Sandrine Denis,viewer,Sncf Connect & Tech,finance,
"février 10, 2023, 10:34 AM",cirta_kareb@connect-tech.sncf,Cirta Kareb,viewer,Sncf Connect & Tech,finance,
"septembre 19, 2022, 3:02 PM",sandrine_briand@connect-tech.sncf,Sandrine Briand,viewer,Sncf Connect & Tech,finance,
"septembre 19, 2022, 3:01 PM",julien_messager@connect-tech.sncf,Julien Messager,viewer,Sncf Connect & Tech,finance,
"septembre 5, 2022, 1:34 PM",carole_sierra@connect-tech.sncf,Carole Sierra,viewer,Sncf Connect & Tech,,
,thomas.reddy@generated.local,Thomas Reddy,,Supreme,legal,
,veronique.carter@generated.local,Véronique Carter,,Supreme,sales,
,leonardo.guerin@generated.local,Leonardo Guerin,,Verkor,finance,
,amelie.yamaguchi@generated.local,Amélie Yamaguchi,,Verkor,hr,
,fabien.laurent@generated.local,Fabien Laurent,,Verkor,hr,
,julie.gustafsson@generated.local,Julie Gustafsson,,Verkor,hr,
,caleb.jung@generated.local,Caleb Jung,,Verkor,hr,
,erik.russell@generated.local,Erik Russell,,Verkor,hr,
,sean.russell@generated.local,Sean Russell,,Verkor,hr,
,christina.cohen@generated.local,Christina Cohen,,Verkor,hr,
,samantha.ramirez@generated.local,Samantha Ramirez,,Verkor,hr,
,vincent.richardson@generated.local,Vincent Richardson,,Verkor,hr,
,bjorn.jung@generated.local,Bjorn Jung,,Verkor,hr,
,martine.renard@generated.local,Martine Renard,,Verkor,hr,
,emma.baker@generated.local,Emma Baker,,Verkor,hr,
,helene.young@generated.local,Hélène Young,,Verkor,hr,
,oscar.fabre@generated.local,Oscar Fabre,,Verkor,hr,
,nathalie.turner@generated.local,Nathalie Turner,,Verkor,hr,
,alain.gautier@generated.local,Alain Gautier,,Verkor,hr,
,francoise.kumar@generated.local,Françoise Kumar,,Verkor,hr,
,jessica.diaz@generated.local,Jessica Diaz,,Verkor,hr,
,chloe.kumar@generated.local,Chloé Kumar,,Verkor,hr,
,joshua.legrand@generated.local,Joshua Legrand,,Verkor,hr,
,jerome.lee@generated.local,Jérôme Lee,,Verkor,hr,
,jack.vincent@generated.local,Jack Vincent,,Verkor,hr,
,alma.flores@generated.local,Alma Flores,,Verkor,hr,
,jacqueline.yoshida@generated.local,Jacqueline Yoshida,,Verkor,hr,
,caleb.matsumoto@generated.local,Caleb Matsumoto,,Verkor,hr,
,james.kimura@generated.local,James Kimura,,Verkor,hr,
,kyle.morgan@generated.local,Kyle Morgan,,Verkor,hr,
,henri.russo@generated.local,Henri Russo,,Verkor,hr,
,wei.lewis@generated.local,Wei Lewis,,Verkor,hr,
,fabien.tanaka@generated.local,Fabien Tanaka,,Verkor,hr,
,felix.olsson@generated.local,Felix Olsson,,Verkor,hr,
,valerie.david@generated.local,Valérie David,,Verkor,sales,
,francois.hoffmann@generated.local,François Hoffmann,,Verkor,sales,
,raj.lucas@generated.local,Raj Lucas,,Verkor,sales,
,heather.han@generated.local,Heather Han,,Verkor,sales,
,henrik.adams@generated.local,Henrik Adams,,Raja,finance,
,benjamin.jackson@generated.local,Benjamin Jackson,,Raja,finance,
,amelie.muller@generated.local,Amélie Muller,,Raja,finance,
,julie.takahashi@generated.local,Julie Takahashi,,Raja,finance,
,owen.campbell@generated.local,Owen Campbell,,Raja,finance,
,olivia.bonnet@generated.local,Olivia Bonnet,,Raja,finance,
,jason.blanchard@generated.local,Jason Blanchard,,Raja,finance,
,christina.barbier@generated.local,Christina Barbier,,Raja,finance,
,alessandro.long@generated.local,Alessandro Long,,Raja,finance,
,jacqueline.mancini@generated.local,Jacqueline Mancini,,Raja,finance,
,liam.romano@generated.local,Liam Romano,,Raja,finance,
,logan.sasaki@generated.local,Logan Sasaki,,Raja,finance,
,pauline.mukherjee@generated.local,Pauline Mukherjee,,Raja,finance,
,soojin.blanchard@generated.local,Soo-Jin Blanchard,,Raja,finance,
,ryan.olsson@generated.local,Ryan Olsson,,Raja,finance,
,jonas.patterson@generated.local,Jonas Patterson,,Raja,finance,
,leo.nicolas@generated.local,Leo Nicolas,,Raja,finance,
,grace.andersson@generated.local,Grace Andersson,,Raja,finance,
,nathan.hayashi@generated.local,Nathan Hayashi,,Raja,finance,
,federica.phillips@generated.local,Federica Phillips,,Raja,finance,
,arjun.blanc@generated.local,Arjun Blanc,,Raja,finance,
,henri.lee@generated.local,Henri Lee,,Raja,finance,
,ananya.lee@generated.local,Ananya Lee,,Raja,finance,
,beatrice.joly@generated.local,Beatrice Joly,,Raja,finance,
,damien.diaz@generated.local,Damien Diaz,,Raja,finance,
,giulia.smith@generated.local,Giulia Smith,,Raja,finance,
,henry.leroy@generated.local,Henry Leroy,,Raja,finance,
,erik.matsumoto@generated.local,Erik Matsumoto,,Raja,finance,
,bernard.roy@generated.local,Bernard Roy,,Raja,finance,
,nathan.goldberg@generated.local,Nathan Goldberg,,Raja,finance,
,celine.rodriguez@generated.local,Céline Rodriguez,,Raja,finance,
,marine.hoffmann@generated.local,Marine Hoffmann,,Raja,finance,
,laura.suzuki@generated.local,Laura Suzuki,,Raja,finance,
,ashley.thompson@generated.local,Ashley Thompson,,Raja,hr,
,chloe.ishikawa@generated.local,Chloé Ishikawa,,Raja,hr,
,alma.goldberg@generated.local,Alma Goldberg,,Raja,hr,
,hugo.arnaud@generated.local,Hugo Arnaud,,Raja,hr,
,rohan.dumas@generated.local,Rohan Dumas,,Raja,hr,
,freya.costa@generated.local,Freya Costa,,Raja,hr,
,layla.hashimoto@generated.local,Layla Hashimoto,,Raja,hr,
,christine.russo@generated.local,Christine Russo,,Raja,hr,
,nathan.joshi@generated.local,Nathan Joshi,,Raja,hr,
,tariq.dubois@generated.local,Tariq Dubois,,Raja,hr,
,pierre.bailey@generated.local,Pierre Bailey,,Raja,hr,
,felix.smith@generated.local,Felix Smith,,Raja,hr,
,hassan.scott@generated.local,Hassan Scott,,Raja,hr,
,lars.ishikawa@generated.local,Lars Ishikawa,,Raja,hr,
,lorenzo.wood@generated.local,Lorenzo Wood,,Raja,hr,
,giulia.hashimoto@generated.local,Giulia Hashimoto,,Raja,hr,
,jennifer.nicolas@generated.local,Jennifer Nicolas,,Raja,hr,
,colette.wagner@generated.local,Colette Wagner,,Raja,hr,
,sean.maeda@generated.local,Sean Maeda,,Raja,hr,
,michel.mitchell@generated.local,Michel Mitchell,,Raja,hr,
,oskar.dumas@generated.local,Oskar Dumas,,Raja,hr,
,laurent.lefevre@generated.local,Laurent Lefevre,,Raja,hr,
,sophia.han@generated.local,Sophia Han,,Raja,hr,
,colette.watanabe@generated.local,Colette Watanabe,,Raja,hr,
,maria.walker@generated.local,Maria Walker,,Raja,hr,
,andrew.henry@generated.local,Andrew Henry,,Raja,legal,
,simone.reddy@generated.local,Simone Reddy,,Raja,legal,
,lauren.gonzalez@generated.local,Lauren Gonzalez,,Raja,legal,
,william.choi@generated.local,William Choi,,Raja,legal,
,antoine.sanders@generated.local,Antoine Sanders,,Raja,legal,
,crystal.legrand@generated.local,Crystal Legrand,,Raja,legal,
,brandon.yoon@generated.local,Brandon Yoon,,Raja,legal,
,beatrice.fischer@generated.local,Beatrice Fischer,,Raja,legal,
,sofia.wilson@generated.local,Sofia Wilson,,Raja,legal,
,alain.alexander@generated.local,Alain Alexander,,Raja,legal,
,justin.scott@generated.local,Justin Scott,,Raja,legal,
,grace.nelson@generated.local,Grace Nelson,,Raja,legal,
,soojin.bianchi@generated.local,Soo-Jin Bianchi,,Raja,legal,
,mila.scott@generated.local,Mila Scott,,Raja,procurement,
,crystal.longo@generated.local,Crystal Longo,,Raja,procurement,
,federica.abe@generated.local,Federica Abe,,Raja,procurement,
,yuki.joly@generated.local,Yuki Joly,,Raja,procurement,
,lucas.francois@generated.local,Lucas Francois,,Raja,procurement,
,owen.morris@generated.local,Owen Morris,,Raja,procurement,
,sigrid.simmons@generated.local,Sigrid Simmons,,Raja,procurement,
,sebastian.richardson@generated.local,Sebastian Richardson,,Raja,procurement,
,leo.neumann@generated.local,Leo Neumann,,Raja,sales,
,nicolas.jenkins@generated.local,Nicolas Jenkins,,Raja,sales,
,amelie.sasaki@generated.local,Amélie Sasaki,,Raja,sales,
,deepa.ward@generated.local,Deepa Ward,,Raja,sales,
,jennifer.ikeda@generated.local,Jennifer Ikeda,,Raja,sales,
,lauren.smith@generated.local,Lauren Smith,,Raja,sales,
,arnaud.bonnet@generated.local,Arnaud Bonnet,,Raja,sales,
,anais.rogers@generated.local,Anaïs Rogers,,Raja,sales,
,hassan.verma@generated.local,Hassan Verma,,Raja,sales,
,jessica.bhattacharya@generated.local,Jessica Bhattacharya,,Raja,sales,
,evelyn.choi@generated.local,Evelyn Choi,,Raja,sales,
,leonardo.jones@generated.local,Leonardo Jones,,Raja,sales,
,julie.nelson@generated.local,Julie Nelson,,Raja,sales,
,jessica.noel@generated.local,Jessica Noel,,Raja,sales,
,brittany.stewart@generated.local,Brittany Stewart,,Raja,sales,
,mia.roy@generated.local,Mia Roy,,Raja,sales,
,theodore.david@generated.local,Theodore David,,Raja,sales,
,viktor.picard@generated.local,Viktor Picard,,Raja,sales,
,axel.renard@generated.local,Axel Renard,,Raja,sales,
,florian.gerard@generated.local,Florian Gerard,,Raja,sales,
,zoe.guerin@generated.local,Zoé Guerin,,Raja,sales,
,chiara.reddy@generated.local,Chiara Reddy,,Raja,sales,
,dina.laurent@generated.local,Dina Laurent,,Raja,sales,
,angela.collins@generated.local,Angela Collins,,Raja,sales,
,georges.longo@generated.local,Georges Longo,,Raja,sales,
,marc.bryant@generated.local,Marc Bryant,,Raja,sales,
,leonardo.wood@generated.local,Leonardo Wood,,Raja,sales,
,ryan.hernandez@generated.local,Ryan Hernandez,,Raja,sales,
,jessica.coleman@generated.local,Jessica Coleman,,Raja,sales,
,helene.leroy@generated.local,Hélène Leroy,,Raja,sales,
,jackson.ikeda@generated.local,Jackson Ikeda,,Raja,sales,
,sean.rossi@generated.local,Sean Rossi,,Raja,sales,
,wei.collins@generated.local,Wei Collins,,Raja,sales,
,alain.bertrand@generated.local,Alain Bertrand,,Raja,sales,
,hannah.joly@generated.local,Hannah Joly,,Raja,sales,
,ashley.singh@generated.local,Ashley Singh,,Raja,sales,
,stephane.hayashi@generated.local,Stéphane Hayashi,,Raja,sales,
,sean.singh@generated.local,Sean Singh,,Raja,sales,
,megan.kimura@generated.local,Megan Kimura,,Raja,sales,
,elsa.ogawa@generated.local,Elsa Ogawa,,Raja,sales,
,nicolas.blanchard@generated.local,Nicolas Blanchard,,Raja,sales,
,zoe.sasaki@generated.local,Zoé Sasaki,,Raja,sales,
,leila.dumas@generated.local,Leila Dumas,,Raja,sales,
,florian.michel@generated.local,Florian Michel,,Raja,sales,
,ashley.joly@generated.local,Ashley Joly,,Raja,sales,
,clara.dubois@generated.local,Clara Dubois,,Raja,sales,
,audrey.dufour@generated.local,Audrey Dufour,,Raja,sales,
,isabelle.jansson@generated.local,Isabelle Jansson,,Raja,sales,
,charlotte.gallo@generated.local,Charlotte Gallo,,Raja,sales,
,nicolas.deluca@generated.local,Nicolas De Luca,,Raja,sales,
,chiara.schmitt@generated.local,Chiara Schmitt,,Raja,sales,
,sandrine.robin@generated.local,Sandrine Robin,,Raja,sales,
,caleb.weiss@generated.local,Caleb Weiss,,Raja,sales,
,sofia.wright@generated.local,Sofia Wright,,Raja,sales,
,jonas.gonzalez@generated.local,Jonas Gonzalez,,Raja,sales,
,youssef.mori@generated.local,Youssef Mori,,Raja,sales,
,lauren.garnier@generated.local,Lauren Garnier,,Raja,sales,
,lorenzo.elmasry@generated.local,Lorenzo El-Masry,,Raja,sales,
,laura.bailey@generated.local,Laura Bailey,,Raja,sales,
,valerie.cooper@generated.local,Valérie Cooper,,Raja,sales,
,monique.arnaud@generated.local,Monique Arnaud,,Raja,sales,
,lorenzo.kim@generated.local,Lorenzo Kim,,Raja,sales,
,bjorn.russell@generated.local,Bjorn Russell,,Raja,sales,
,emily.jung@generated.local,Emily Jung,,Raja,sales,
,robert.baker@generated.local,Robert Baker,,Raja,sales,
,kyle.wright@generated.local,Kyle Wright,,Raja,sales,
,francesca.arnaud@generated.local,Francesca Arnaud,,Raja,sales,
,damien.yamazaki@generated.local,Damien Yamazaki,,Raja,sales,
,mia.gerard@generated.local,Mia Gerard,,Raja,sales,
,arianna.inoue@generated.local,Arianna Inoue,,Raja,sales,
,angela.morgan@generated.local,Angela Morgan,,Raja,sales,
,lars.ramirez@generated.local,Lars Ramirez,,Raja,sales,
,valerie.brown@generated.local,Valérie Brown,,Raja,sales,
,tyler.meunier@generated.local,Tyler Meunier,,Raja,sales,
,florian.patterson@generated.local,Florian Patterson,,Raja,sales,
,natalie.goto@generated.local,Natalie Goto,,Raja,sales,
,mila.hernandez@generated.local,Mila Hernandez,,Raja,sales,
,amanda.richter@generated.local,Amanda Richter,,Raja,sales,
,nicolas.girard@generated.local,Nicolas Girard,,Raja,sales,
,chloe.dumont@generated.local,Chloé Dumont,,Raja,sales,
,zoe.gerard@generated.local,Zoé Gerard,,Raja,sales,
,dina.suzuki@generated.local,Dina Suzuki,,Raja,sales,
,lorenzo.perez@generated.local,Lorenzo Perez,,Raja,sales,
,nicolas.gauthier@generated.local,Nicolas Gauthier,,Raja,sales,
,sebastian.girard@generated.local,Sebastian Girard,,Raja,sales,
,heather.hashimoto@generated.local,Heather Hashimoto,,Raja,sales,
,jessica.david@generated.local,Jessica David,,Raja,sales,
,maxime.murakami@generated.local,Maxime Murakami,,Raja,sales,
,fabien.moreau@generated.local,Fabien Moreau,,Raja,sales,
,alma.lemaire@generated.local,Alma Lemaire,,Raja,sales,
,minjun.larsson@generated.local,Min-Jun Larsson,,Raja,sales,
,marc.suzuki@generated.local,Marc Suzuki,,Raja,sales,
,sofia.giordano@generated.local,Sofia Giordano,,Raja,sales,
,bernard.kang@generated.local,Bernard Kang,,Raja,sales,
,celine.muller@generated.local,Céline Muller,,Raja,sales,
,kevin.costa@generated.local,Kevin Costa,,Raja,sales,
,daniel.yamamoto@generated.local,Daniel Yamamoto,,Raja,sales,
,marco.haddad@generated.local,Marco Haddad,,Raja,sales,
,nadia.sanders@generated.local,Nadia Sanders,,Sncf Connect & Tech,hr,
,nadia.long@generated.local,Nadia Long,,Sncf Connect & Tech,hr,
,nicole.walker@generated.local,Nicole Walker,,Sncf Connect & Tech,hr,
,alexandre.larsson@generated.local,Alexandre Larsson,,Sncf Connect & Tech,hr,
,yvette.martinez@generated.local,Yvette Martinez,,Sncf Connect & Tech,hr,
,julie.robinson@generated.local,Julie Robinson,,Sncf Connect & Tech,hr,
,arnaud.ramirez@generated.local,Arnaud Ramirez,,Sncf Connect & Tech,hr,
,leila.rogers@generated.local,Leila Rogers,,Sncf Connect & Tech,hr,
,hassan.brooks@generated.local,Hassan Brooks,,Sncf Connect & Tech,hr,
,melissa.renaud@generated.local,Melissa Renaud,,Sncf Connect & Tech,hr,
,tyler.goto@generated.local,Tyler Goto,,Sncf Connect & Tech,hr,
,rachel.durand@generated.local,Rachel Durand,,Sncf Connect & Tech,hr,
,nathalie.schmitt@generated.local,Nathalie Schmitt,,Sncf Connect & Tech,hr,
,jackson.yamamoto@generated.local,Jackson Yamamoto,,Sncf Connect & Tech,hr,
,romain.picard@generated.local,Romain Picard,,Sncf Connect & Tech,hr,
,tyler.joshi@generated.local,Tyler Joshi,,Sncf Connect & Tech,hr,
,stephane.lemoine@generated.local,Stéphane Lemoine,,Sncf Connect & Tech,hr,
,ryan.giordano@generated.local,Ryan Giordano,,Sncf Connect & Tech,hr,
,ava.marino@generated.local,Ava Marino,,Sncf Connect & Tech,hr,
,jessica.allen@generated.local,Jessica Allen,,Sncf Connect & Tech,hr,
,soojin.garcia@generated.local,Soo-Jin Garcia,,Sncf Connect & Tech,hr,
,nora.kapoor@generated.local,Nora Kapoor,,Sncf Connect & Tech,hr,
,kyle.blanchard@generated.local,Kyle Blanchard,,Sncf Connect & Tech,hr,
,monique.deluca@generated.local,Monique De Luca,,Sncf Connect & Tech,hr,
,brittany.gautier@generated.local,Brittany Gautier,,Sncf Connect & Tech,hr,
,matthew.garcia@generated.local,Matthew Garcia,,Sncf Connect & Tech,hr,
,arnaud.ferrari@generated.local,Arnaud Ferrari,,Sncf Connect & Tech,hr,
,freya.thompson@generated.local,Freya Thompson,,Sncf Connect & Tech,hr,
,daniel.han@generated.local,Daniel Han,,Sncf Connect & Tech,hr,
,dina.arnaud@generated.local,Dina Arnaud,,Sncf Connect & Tech,hr,
,alma.wright@generated.local,Alma Wright,,Sncf Connect & Tech,hr,
,liam.jonsson@generated.local,Liam Jonsson,,Sncf Connect & Tech,hr,
,clara.joly@generated.local,Clara Joly,,Sncf Connect & Tech,hr,
,yuki.lambert@generated.local,Yuki Lambert,,Sncf Connect & Tech,hr,
,felix.griffin@generated.local,Felix Griffin,,Sncf Connect & Tech,legal,
,william.lefevre@generated.local,William Lefevre,,Sncf Connect & Tech,legal,
,erik.david@generated.local,Erik David,,Sncf Connect & Tech,legal,
,christine.vincent@generated.local,Christine Vincent,,Sncf Connect & Tech,legal,
,astrid.legrand@generated.local,Astrid Legrand,,Sncf Connect & Tech,sales,
,melissa.robin@generated.local,Melissa Robin,,Sncf Connect & Tech,sales,
,laura.gauthier@generated.local,Laura Gauthier,,Sncf Connect & Tech,sales,
,olivier.benjamin@generated.local,Olivier Benjamin,,Sncf Connect & Tech,sales,
,aiden.martinez@generated.local,Aiden Martinez,,Sncf Connect & Tech,sales,
,damien.thomas@generated.local,Damien Thomas,,Sncf Connect & Tech,sales,
,iris.vincent@generated.local,Iris Vincent,,Sncf Connect & Tech,sales,
,valerie.foster@generated.local,Valérie Foster,,Sncf Connect & Tech,sales,
,tiffany.khalil@generated.local,Tiffany Khalil,,Sncf Connect & Tech,sales,
,megan.marie@generated.local,Megan Marie,,Sncf Connect & Tech,sales,
,denise.cohen@generated.local,Denise Cohen,,Sncf Connect & Tech,sales,
,pierre.bianchi@generated.local,Pierre Bianchi,,Sncf Connect & Tech,sales,
,luna.choi@generated.local,Luna Choi,,Sncf Connect & Tech,sales,
,jason.dufour@generated.local,Jason Dufour,,Sncf Connect & Tech,sales,
,tyler.gerard@generated.local,Tyler Gerard,,Sncf Connect & Tech,sales,
,davide.muller@generated.local,Davide Muller,,Sncf Connect & Tech,sales,
,olivia.brown@generated.local,Olivia Brown,,Sncf Connect & Tech,sales,
,laurent.ferrari@generated.local,Laurent Ferrari,,Sncf Connect & Tech,sales,
,mason.jonsson@generated.local,Mason Jonsson,,Sncf Connect & Tech,sales,
,audrey.dubois@generated.local,Audrey Dubois,,Sncf Connect & Tech,sales,
,caroline.kim@generated.local,Caroline Kim,,Sncf Connect & Tech,sales,
